# pressure    , temperature , height      , H2O         , CO2         , O3          , N2O         , CO          , CH4         , O2          , NO          , NO2         , HNO         , OH          , CLO         , N2          , HCN         , HO2         , O         
# [Pa]        , [K]         , [m]         , [kg/kg]     , [kg/kg]     , [kg/kg]     , [kg/kg]     , [kg/kg]     , [kg/kg]     , [kg/kg]     , [kg/kg]     , [kg/kg]     , [kg/kg]     , [kg/kg]     , [kg/kg]     , [kg/kg]     , [kg/kg]     , [kg/kg]     , [kg/kg]    
9.8235300e-04 , 6.17958e+02 , 1.33000e+05 , 3.89300e-07 , 1.76900e-05 , 6.41700e-12 , 1.01500e-10 , 4.39500e-05 , 3.49900e-09 , 5.57500e-02 , 2.64800e-04 , 6.07300e-14 , 5.31200e-15 , 1.66800e-15 , 4.91300e-14 , 6.27200e-01 , 4.50000e-11 , 3.27300e-15 , 3.12800e-01
1.0293700e-03 , 6.02737e+02 , 1.32000e+05 , 4.29300e-07 , 1.88800e-05 , 8.23700e-12 , 1.08000e-10 , 4.57500e-05 , 3.78500e-09 , 5.74400e-02 , 2.55100e-04 , 6.38900e-14 , 6.77300e-15 , 2.02700e-15 , 4.91300e-14 , 6.31800e-01 , 4.50000e-11 , 3.24700e-15 , 3.06300e-01
1.0800900e-03 , 5.87252e+02 , 1.31000e+05 , 4.70900e-07 , 2.01700e-05 , 1.07000e-11 , 1.14700e-10 , 4.74900e-05 , 4.08100e-09 , 5.92200e-02 , 2.44900e-04 , 6.69900e-14 , 8.52900e-15 , 2.46700e-15 , 4.91300e-14 , 6.36500e-01 , 4.50000e-11 , 3.25500e-15 , 2.99600e-01
1.1349600e-03 , 5.71477e+02 , 1.30000e+05 , 5.13700e-07 , 2.15700e-05 , 1.40800e-11 , 1.21500e-10 , 4.91600e-05 , 4.38600e-09 , 6.10900e-02 , 2.34300e-04 , 7.00100e-14 , 1.06000e-14 , 3.00800e-15 , 4.91300e-14 , 6.41200e-01 , 4.50000e-11 , 3.29800e-15 , 2.92800e-01
1.1945300e-03 , 5.54373e+02 , 1.29000e+05 , 5.57300e-07 , 2.30900e-05 , 1.87500e-11 , 1.28300e-10 , 5.07500e-05 , 4.69700e-09 , 6.30600e-02 , 2.26500e-04 , 7.29000e-14 , 1.30000e-14 , 3.67400e-15 , 4.91300e-14 , 6.45900e-01 , 4.50000e-11 , 3.37800e-15 , 2.85900e-01
1.2595900e-03 , 5.35010e+02 , 1.28000e+05 , 6.01000e-07 , 2.47400e-05 , 2.52800e-11 , 1.35100e-10 , 5.22300e-05 , 5.01300e-09 , 6.51400e-02 , 2.16900e-04 , 7.56400e-14 , 1.57300e-14 , 4.49500e-15 , 4.91300e-14 , 6.50700e-01 , 4.50000e-11 , 3.49800e-15 , 2.78800e-01
1.3311600e-03 , 5.13988e+02 , 1.27000e+05 , 6.44300e-07 , 2.65300e-05 , 3.45400e-11 , 1.41900e-10 , 5.35900e-05 , 5.33000e-09 , 6.73200e-02 , 2.06000e-04 , 7.82100e-14 , 1.87600e-14 , 5.50800e-15 , 4.91300e-14 , 6.55500e-01 , 4.50000e-11 , 3.66400e-15 , 2.71600e-01
1.4103900e-03 , 4.91905e+02 , 1.26000e+05 , 6.86400e-07 , 2.84900e-05 , 4.77900e-11 , 1.48600e-10 , 5.48100e-05 , 5.64500e-09 , 6.96200e-02 , 1.97200e-04 , 8.05600e-14 , 2.20400e-14 , 6.76100e-15 , 4.91300e-14 , 6.60300e-01 , 4.50000e-11 , 3.88400e-15 , 2.64200e-01
1.4986700e-03 , 4.69360e+02 , 1.25000e+05 , 7.26500e-07 , 3.06100e-05 , 6.69800e-11 , 1.55100e-10 , 5.58800e-05 , 5.95600e-09 , 7.20300e-02 , 1.88500e-04 , 8.26800e-14 , 2.55000e-14 , 8.31100e-15 , 4.91300e-14 , 6.65100e-01 , 4.50000e-11 , 4.16800e-15 , 2.56600e-01
1.5975900e-03 , 4.46953e+02 , 1.24000e+05 , 7.63900e-07 , 3.29200e-05 , 9.50700e-11 , 1.61400e-10 , 5.67700e-05 , 6.25800e-09 , 7.45700e-02 , 1.78600e-04 , 8.45500e-14 , 2.90500e-14 , 1.02300e-14 , 4.91300e-14 , 6.70000e-01 , 4.50000e-11 , 4.52700e-15 , 2.48900e-01
1.7089500e-03 , 4.25282e+02 , 1.23000e+05 , 7.97800e-07 , 3.54500e-05 , 1.36600e-10 , 1.67400e-10 , 5.74900e-05 , 6.54900e-09 , 7.72300e-02 , 1.69500e-04 , 8.61500e-14 , 3.25500e-14 , 1.26200e-14 , 4.91300e-14 , 6.74900e-01 , 4.50000e-11 , 4.98000e-15 , 2.41000e-01
1.8348100e-03 , 4.04947e+02 , 1.22000e+05 , 8.27400e-07 , 3.82000e-05 , 1.98800e-10 , 1.73100e-10 , 5.80000e-05 , 6.82300e-09 , 8.00300e-02 , 1.62500e-04 , 8.74700e-14 , 3.58800e-14 , 1.55900e-14 , 4.91300e-14 , 6.79900e-01 , 4.50000e-11 , 5.55100e-15 , 2.33000e-01
1.9773400e-03 , 3.86547e+02 , 1.21000e+05 , 8.51900e-07 , 4.12000e-05 , 2.92700e-10 , 1.78300e-10 , 5.83100e-05 , 7.07700e-09 , 8.29700e-02 , 1.54700e-04 , 8.85300e-14 , 3.88800e-14 , 1.93000e-14 , 4.91300e-14 , 6.84900e-01 , 4.50000e-11 , 6.26900e-15 , 2.24800e-01
2.1568800e-03 , 3.70680e+02 , 1.20000e+05 , 8.70600e-07 , 4.44900e-05 , 4.35800e-10 , 1.83000e-10 , 5.84000e-05 , 7.30700e-09 , 8.60500e-02 , 1.45500e-04 , 8.93200e-14 , 4.13900e-14 , 2.39300e-14 , 4.91300e-14 , 6.89900e-01 , 4.50000e-11 , 7.17700e-15 , 2.16400e-01
2.3607000e-03 , 3.56280e+02 , 1.19000e+05 , 8.86400e-07 , 4.80600e-05 , 6.55100e-10 , 1.87500e-10 , 5.83800e-05 , 7.52700e-09 , 8.92700e-02 , 1.38800e-04 , 8.98900e-14 , 4.36700e-14 , 2.97400e-14 , 5.24700e-14 , 6.94900e-01 , 4.52400e-11 , 8.33200e-15 , 2.07800e-01
2.5936500e-03 , 3.41440e+02 , 1.18000e+05 , 9.03900e-07 , 5.16300e-05 , 9.94000e-10 , 1.92400e-10 , 5.83600e-05 , 7.77300e-09 , 9.26400e-02 , 1.30700e-04 , 9.03000e-14 , 4.62700e-14 , 3.70400e-14 , 5.63400e-14 , 7.00000e-01 , 4.54800e-11 , 9.81100e-15 , 1.99100e-01
2.8621800e-03 , 3.25230e+02 , 1.17000e+05 , 9.21700e-07 , 5.52200e-05 , 1.51700e-09 , 1.97800e-10 , 5.83400e-05 , 8.02700e-09 , 9.61400e-02 , 1.21100e-04 , 9.06000e-14 , 4.90200e-14 , 4.62500e-14 , 6.04900e-14 , 7.05000e-01 , 4.57200e-11 , 1.17200e-14 , 1.90300e-01
3.1741400e-03 , 3.09860e+02 , 1.16000e+05 , 9.41300e-07 , 5.88300e-05 , 2.32900e-09 , 2.03600e-10 , 5.83100e-05 , 8.31200e-09 , 9.97900e-02 , 1.11100e-04 , 9.08600e-14 , 5.21900e-14 , 5.79100e-14 , 6.53200e-14 , 7.10000e-01 , 4.59600e-11 , 1.42100e-14 , 1.81300e-01
3.5391200e-03 , 2.93960e+02 , 1.15000e+05 , 9.62000e-07 , 6.24900e-05 , 3.58600e-09 , 2.09700e-10 , 5.82700e-05 , 8.61600e-09 , 1.03600e-01 , 1.00400e-04 , 9.11400e-14 , 5.56700e-14 , 7.27500e-14 , 7.07100e-14 , 7.15000e-01 , 4.62000e-11 , 1.74900e-14 , 1.72200e-01
3.9707600e-03 , 2.77310e+02 , 1.14000e+05 , 9.84100e-07 , 6.62000e-05 , 5.49300e-09 , 2.15600e-10 , 5.82400e-05 , 8.94400e-09 , 1.07500e-01 , 8.94500e-05 , 9.14900e-14 , 5.95400e-14 , 9.17700e-14 , 7.68000e-14 , 7.19900e-01 , 4.64600e-11 , 2.18700e-14 , 1.63100e-01
4.4848300e-03 , 2.62860e+02 , 1.13000e+05 , 1.01000e-06 , 6.99500e-05 , 8.33600e-09 , 2.21800e-10 , 5.81900e-05 , 9.33500e-09 , 1.11500e-01 , 7.86100e-05 , 9.19400e-14 , 6.43100e-14 , 1.16500e-13 , 8.44200e-14 , 7.24800e-01 , 4.67200e-11 , 2.77700e-14 , 1.53900e-01
5.1021800e-03 , 2.47210e+02 , 1.12000e+05 , 1.03700e-06 , 7.37400e-05 , 1.24400e-08 , 2.28800e-10 , 5.81300e-05 , 9.74800e-09 , 1.15600e-01 , 6.68300e-05 , 9.25500e-14 , 6.95100e-14 , 1.48700e-13 , 9.28900e-14 , 7.29500e-01 , 4.69800e-11 , 3.58400e-14 , 1.44700e-01
5.8474000e-03 , 2.35470e+02 , 1.11000e+05 , 1.06700e-06 , 7.76600e-05 , 1.81700e-08 , 2.36100e-10 , 5.80600e-05 , 1.02200e-08 , 1.19800e-01 , 5.70700e-05 , 9.33700e-14 , 7.56900e-14 , 1.91000e-13 , 1.03100e-13 , 7.34200e-01 , 4.72400e-11 , 4.70100e-14 , 1.35500e-01
6.7493700e-03 , 2.23380e+02 , 1.10000e+05 , 1.09900e-06 , 8.16900e-05 , 2.58100e-08 , 2.44200e-10 , 5.79800e-05 , 1.07300e-08 , 1.24100e-01 , 4.81700e-05 , 9.44100e-14 , 8.25800e-14 , 2.46500e-13 , 1.14800e-13 , 7.38700e-01 , 4.75000e-11 , 6.26900e-14 , 1.26300e-01
7.8430900e-03 , 2.15040e+02 , 1.09000e+05 , 1.13500e-06 , 8.58900e-05 , 3.48400e-08 , 2.52400e-10 , 5.78800e-05 , 1.13100e-08 , 1.28500e-01 , 3.95300e-05 , 9.56900e-14 , 9.08300e-14 , 3.26600e-13 , 1.29000e-13 , 7.43000e-01 , 4.77400e-11 , 8.43100e-14 , 1.17200e-01
9.1648000e-03 , 2.07880e+02 , 1.08000e+05 , 1.17300e-06 , 9.01600e-05 , 4.47900e-08 , 2.59900e-10 , 5.77500e-05 , 1.19400e-08 , 1.32800e-01 , 3.24000e-05 , 9.74500e-14 , 1.00200e-13 , 4.40700e-13 , 1.45500e-13 , 7.47200e-01 , 4.79800e-11 , 1.13400e-13 , 1.08200e-01
1.0762000e-02 , 2.02230e+02 , 1.07000e+05 , 1.21300e-06 , 9.45500e-05 , 5.49800e-08 , 2.68600e-10 , 5.76100e-05 , 1.26300e-08 , 1.37200e-01 , 2.65900e-05 , 1.00200e-13 , 1.10800e-13 , 5.97500e-13 , 1.64700e-13 , 7.51300e-01 , 4.82200e-11 , 1.52800e-13 , 9.93000e-02
1.2686800e-02 , 1.98310e+02 , 1.06000e+05 , 1.25500e-06 , 1.00900e-04 , 6.46000e-08 , 2.77600e-10 , 5.74300e-05 , 1.33600e-08 , 1.41600e-01 , 2.14000e-05 , 1.03900e-13 , 1.22600e-13 , 8.08700e-13 , 1.86500e-13 , 7.55200e-01 , 4.84600e-11 , 2.06000e-13 , 9.06000e-02
1.5003800e-02 , 1.94710e+02 , 1.05000e+05 , 1.30000e-06 , 1.09400e-04 , 7.27500e-08 , 2.87300e-10 , 5.72300e-05 , 1.41500e-08 , 1.46000e-01 , 1.69500e-05 , 1.07200e-13 , 1.36000e-13 , 1.08700e-12 , 2.11800e-13 , 7.59000e-01 , 4.87000e-11 , 2.79300e-13 , 8.21100e-02
1.7792200e-02 , 1.92170e+02 , 1.04000e+05 , 1.34800e-06 , 1.17100e-04 , 8.01800e-08 , 2.96800e-10 , 5.69700e-05 , 1.50300e-08 , 1.50300e-01 , 1.34400e-05 , 1.09800e-13 , 1.51400e-13 , 1.43700e-12 , 2.41700e-13 , 7.62700e-01 , 4.89600e-11 , 3.78800e-13 , 7.38500e-02
2.1140000e-02 , 1.90450e+02 , 1.03000e+05 , 1.39800e-06 , 1.25600e-04 , 8.82400e-08 , 3.06800e-10 , 5.66700e-05 , 1.59600e-08 , 1.54500e-01 , 1.05200e-05 , 1.10400e-13 , 1.68700e-13 , 1.85800e-12 , 2.76000e-13 , 7.66200e-01 , 4.92200e-11 , 5.14000e-13 , 6.58700e-02
2.5154300e-02 , 1.89080e+02 , 1.02000e+05 , 1.45000e-06 , 1.35000e-04 , 9.72900e-08 , 3.17400e-10 , 5.63200e-05 , 1.69400e-08 , 1.58600e-01 , 8.00900e-06 , 1.08100e-13 , 1.87900e-13 , 2.37700e-12 , 3.15100e-13 , 7.69500e-01 , 4.94800e-11 , 6.97600e-13 , 5.82000e-02
2.9962600e-02 , 1.88280e+02 , 1.01000e+05 , 1.50300e-06 , 1.46400e-04 , 1.08500e-07 , 3.27900e-10 , 5.59000e-05 , 1.79900e-08 , 1.62600e-01 , 6.05100e-06 , 1.01900e-13 , 2.09300e-13 , 3.06100e-12 , 3.59800e-13 , 7.72700e-01 , 4.97400e-11 , 9.26300e-13 , 5.09000e-02
3.5714500e-02 , 1.87720e+02 , 1.00000e+05 , 1.56200e-06 , 1.58600e-04 , 1.24300e-07 , 3.39600e-10 , 5.53800e-05 , 1.91700e-08 , 1.66400e-01 , 4.52200e-06 , 9.27700e-14 , 2.34600e-13 , 4.03300e-12 , 4.13900e-13 , 7.75800e-01 , 5.00000e-11 , 1.23000e-12 , 4.39900e-02
4.2592000e-02 , 1.87320e+02 , 9.90000e+04 , 1.62300e-06 , 1.71500e-04 , 1.46800e-07 , 3.51200e-10 , 5.47500e-05 , 2.04300e-08 , 1.70100e-01 , 4.09700e-06 , 8.19800e-14 , 2.62900e-13 , 5.46900e-12 , 4.76200e-13 , 7.78700e-01 , 5.02400e-11 , 1.59800e-12 , 3.75300e-02
5.0811300e-02 , 1.87110e+02 , 9.80000e+04 , 1.68600e-06 , 1.84800e-04 , 1.77200e-07 , 3.63600e-10 , 5.40200e-05 , 2.17400e-08 , 1.73600e-01 , 3.04500e-06 , 7.07400e-14 , 2.94200e-13 , 7.59900e-12 , 5.46600e-13 , 7.81400e-01 , 5.04800e-11 , 2.07500e-12 , 3.15600e-02
6.0630100e-02 , 1.86970e+02 , 9.70000e+04 , 1.75100e-06 , 1.98400e-04 , 2.17100e-07 , 3.76100e-10 , 5.31300e-05 , 2.31500e-08 , 1.76900e-01 , 1.75200e-06 , 6.03600e-14 , 3.29400e-13 , 1.07600e-11 , 6.28100e-13 , 7.83900e-01 , 5.07200e-11 , 2.68900e-12 , 2.61200e-02
7.2356400e-02 , 1.86930e+02 , 9.60000e+04 , 1.82000e-06 , 2.12200e-04 , 2.68100e-07 , 3.88900e-10 , 5.20800e-05 , 2.46600e-08 , 1.79900e-01 , 6.38300e-07 , 5.13800e-14 , 3.69000e-13 , 1.54000e-11 , 7.22100e-13 , 7.86100e-01 , 5.09600e-11 , 3.48400e-12 , 2.12300e-02
8.6354200e-02 , 1.87000e+02 , 9.50000e+04 , 1.89100e-06 , 2.25500e-04 , 3.29100e-07 , 4.03300e-10 , 5.08200e-05 , 2.62700e-08 , 1.82800e-01 , 1.42200e-07 , 4.40600e-14 , 4.13500e-13 , 2.20600e-11 , 8.30500e-13 , 7.88000e-01 , 5.12000e-11 , 4.54000e-12 , 1.69300e-02
1.0306200e-01 , 1.87000e+02 , 9.40000e+04 , 1.96500e-06 , 2.38700e-04 , 3.96000e-07 , 4.18400e-10 , 4.93200e-05 , 2.79900e-08 , 1.85400e-01 , 1.08000e-07 , 3.81900e-14 , 4.63300e-13 , 3.12800e-11 , 9.55000e-13 , 7.89600e-01 , 5.14600e-11 , 5.91600e-12 , 1.32100e-02
1.2300200e-01 , 1.87140e+02 , 9.30000e+04 , 2.04200e-06 , 2.51700e-04 , 4.64100e-07 , 4.33400e-10 , 4.75200e-05 , 2.98300e-08 , 1.87800e-01 , 8.17000e-08 , 3.34900e-14 , 5.19500e-13 , 4.38800e-11 , 1.09900e-12 , 7.90900e-01 , 5.17200e-11 , 7.99100e-12 , 1.00800e-02
1.4677100e-01 , 1.87510e+02 , 9.20000e+04 , 2.12200e-06 , 2.64000e-04 , 5.27700e-07 , 4.48900e-10 , 4.53900e-05 , 3.17700e-08 , 1.89900e-01 , 6.16000e-08 , 2.96300e-14 , 5.82100e-13 , 6.09200e-11 , 1.26400e-12 , 7.91800e-01 , 5.19800e-11 , 1.07900e-11 , 7.50600e-03
1.7504400e-01 , 1.88360e+02 , 9.10000e+04 , 2.20500e-06 , 2.75400e-04 , 5.80100e-07 , 4.65400e-10 , 4.29300e-05 , 3.38500e-08 , 1.91800e-01 , 4.60200e-08 , 2.63300e-14 , 6.52200e-13 , 8.38000e-11 , 1.45300e-12 , 7.92400e-01 , 5.22400e-11 , 1.59300e-11 , 5.44500e-03
2.0857300e-01 , 1.89570e+02 , 9.00000e+04 , 2.29000e-06 , 2.85800e-04 , 6.11000e-07 , 4.82700e-10 , 4.16300e-05 , 3.60500e-08 , 1.93500e-01 , 3.39000e-08 , 2.33700e-14 , 7.30300e-13 , 1.14300e-10 , 1.67000e-12 , 7.92600e-01 , 5.25000e-11 , 2.35000e-11 , 3.84600e-03
2.4821800e-01 , 1.91170e+02 , 8.90000e+04 , 2.37900e-06 , 2.95300e-04 , 6.13200e-07 , 5.01800e-10 , 4.00900e-05 , 3.83800e-08 , 1.95000e-01 , 2.41800e-08 , 2.06400e-14 , 8.17500e-13 , 1.54400e-10 , 1.91800e-12 , 7.92600e-01 , 5.27400e-11 , 3.87300e-11 , 2.64300e-03
2.9492000e-01 , 1.93260e+02 , 8.80000e+04 , 2.47100e-06 , 3.04000e-04 , 5.84300e-07 , 5.21500e-10 , 3.82600e-05 , 4.08600e-08 , 1.96300e-01 , 1.65200e-08 , 1.81200e-14 , 9.14900e-13 , 2.06700e-10 , 2.20300e-12 , 7.92400e-01 , 5.29800e-11 , 6.38200e-11 , 1.76700e-03
3.4975300e-01 , 1.95520e+02 , 8.70000e+04 , 2.56400e-06 , 3.11900e-04 , 5.26100e-07 , 5.41100e-10 , 3.61400e-05 , 4.34200e-08 , 1.97500e-01 , 1.09400e-08 , 1.58200e-14 , 1.02000e-12 , 2.73300e-10 , 2.51900e-12 , 7.91900e-01 , 5.32200e-11 , 1.14000e-10 , 1.15100e-03
4.1395600e-01 , 1.97970e+02 , 8.60000e+04 , 2.66000e-06 , 3.18700e-04 , 4.51300e-07 , 5.61600e-10 , 3.36500e-05 , 4.61300e-08 , 1.98500e-01 , 7.19400e-09 , 1.38800e-14 , 1.13800e-12 , 3.58800e-10 , 2.88000e-12 , 7.91400e-01 , 5.34600e-11 , 2.03600e-10 , 7.31300e-04
4.8891500e-01 , 2.00620e+02 , 8.50000e+04 , 2.75900e-06 , 3.24700e-04 , 3.73500e-07 , 5.83900e-10 , 3.17700e-05 , 4.90000e-08 , 1.99500e-01 , 4.75400e-09 , 1.24100e-14 , 1.26900e-12 , 4.63200e-10 , 3.29100e-12 , 7.90800e-01 , 5.37000e-11 , 3.14500e-10 , 4.55500e-04
5.7634000e-01 , 2.02750e+02 , 8.40000e+04 , 2.86000e-06 , 3.30000e-04 , 3.06300e-07 , 6.07700e-10 , 3.04000e-05 , 5.19700e-08 , 2.00300e-01 , 3.30900e-09 , 1.15900e-14 , 1.41000e-12 , 5.86600e-10 , 3.74700e-12 , 7.90200e-01 , 5.39600e-11 , 4.85800e-10 , 2.79500e-04
6.7835700e-01 , 2.04540e+02 , 8.30000e+04 , 2.96300e-06 , 3.34300e-04 , 2.59500e-07 , 6.32700e-10 , 2.87900e-05 , 5.51000e-08 , 2.01000e-01 , 2.36900e-09 , 1.11500e-14 , 1.56700e-12 , 7.07400e-10 , 4.26500e-12 , 7.89500e-01 , 5.42200e-11 , 3.30200e-10 , 1.70200e-04
7.9749900e-01 , 2.05820e+02 , 8.20000e+04 , 3.07100e-06 , 3.38100e-04 , 2.33200e-07 , 6.58300e-10 , 2.69000e-05 , 5.84100e-08 , 2.01700e-01 , 1.80500e-09 , 1.12000e-14 , 1.74000e-12 , 7.83600e-10 , 4.85300e-12 , 7.88900e-01 , 5.44800e-11 , 2.24500e-10 , 1.04100e-04
9.3690000e-01 , 2.06480e+02 , 8.10000e+04 , 3.18100e-06 , 3.41300e-04 , 2.22900e-07 , 6.84600e-10 , 2.47000e-05 , 6.19000e-08 , 2.02300e-01 , 1.38900e-09 , 1.19400e-14 , 1.93100e-12 , 8.43000e-10 , 5.51500e-12 , 7.88300e-01 , 5.47400e-11 , 2.44200e-10 , 6.52400e-05
1.1002500e+00 , 2.06920e+02 , 8.00000e+04 , 3.29500e-06 , 3.44400e-04 , 2.26800e-07 , 7.13600e-10 , 2.21300e-05 , 6.55800e-08 , 2.02900e-01 , 1.11100e-09 , 1.34300e-14 , 2.14300e-12 , 8.96700e-10 , 6.26600e-12 , 7.87800e-01 , 5.50000e-11 , 2.65700e-10 , 4.27800e-05
1.2918900e+00 , 2.06990e+02 , 7.90000e+04 , 3.43100e-06 , 3.47100e-04 , 2.42500e-07 , 7.46200e-10 , 2.09000e-05 , 6.94900e-08 , 2.03600e-01 , 8.89000e-10 , 1.58700e-14 , 2.37800e-12 , 9.60400e-10 , 7.12300e-12 , 7.87000e-01 , 5.52400e-11 , 3.60100e-10 , 2.98000e-05
1.5170000e+00 , 2.06900e+02 , 7.80000e+04 , 3.57300e-06 , 3.49700e-04 , 2.64400e-07 , 7.81000e-10 , 1.95600e-05 , 7.36400e-08 , 2.04700e-01 , 7.14800e-10 , 1.96800e-14 , 2.63900e-12 , 1.06400e-09 , 8.09400e-12 , 7.85900e-01 , 5.54800e-11 , 4.88100e-10 , 2.20800e-05
1.7815200e+00 , 2.06850e+02 , 7.70000e+04 , 3.72100e-06 , 3.52200e-04 , 2.83100e-07 , 8.17400e-10 , 1.79800e-05 , 7.80200e-08 , 2.06000e-01 , 5.94900e-10 , 2.61000e-14 , 2.92800e-12 , 1.25600e-09 , 9.19800e-12 , 7.84600e-01 , 5.57200e-11 , 7.76600e-10 , 1.71600e-05
2.0921500e+00 , 2.07040e+02 , 7.60000e+04 , 3.87500e-06 , 3.54600e-04 , 2.94500e-07 , 8.54500e-10 , 1.61300e-05 , 8.26600e-08 , 2.07300e-01 , 5.29900e-10 , 3.64300e-14 , 3.24900e-12 , 1.57500e-09 , 1.04500e-11 , 7.83300e-01 , 5.59600e-11 , 1.23600e-09 , 1.37300e-05
2.4565100e+00 , 2.07440e+02 , 7.50000e+04 , 4.03400e-06 , 3.57000e-04 , 2.99600e-07 , 8.93800e-10 , 1.39700e-05 , 8.75600e-08 , 2.08500e-01 , 5.08000e-10 , 5.24000e-14 , 3.60300e-12 , 2.01200e-09 , 1.18700e-11 , 7.82000e-01 , 5.62000e-11 , 1.79300e-09 , 1.10600e-05
2.8833800e+00 , 2.08020e+02 , 7.40000e+04 , 4.17800e-06 , 3.59300e-04 , 2.96500e-07 , 9.42700e-10 , 1.24700e-05 , 9.27600e-08 , 2.09700e-01 , 5.81700e-10 , 7.78200e-14 , 3.99700e-12 , 2.50500e-09 , 1.34800e-11 , 7.80900e-01 , 5.64600e-11 , 2.60200e-09 , 8.81000e-06
3.3827800e+00 , 2.08830e+02 , 7.30000e+04 , 4.31200e-06 , 3.61600e-04 , 2.75800e-07 , 9.93400e-10 , 1.14800e-05 , 9.82600e-08 , 2.10600e-01 , 7.62400e-10 , 1.20400e-13 , 4.43300e-12 , 2.96600e-09 , 1.53100e-11 , 7.79900e-01 , 5.67200e-11 , 2.50500e-09 , 6.86900e-06
3.9660300e+00 , 2.09900e+02 , 7.20000e+04 , 4.44900e-06 , 3.63800e-04 , 2.22900e-07 , 1.04900e-09 , 1.03200e-05 , 1.04100e-07 , 2.11400e-01 , 9.94700e-10 , 1.91900e-13 , 4.91500e-12 , 3.28000e-09 , 1.73700e-11 , 7.79100e-01 , 5.69800e-11 , 2.41200e-09 , 5.21100e-06
4.6458500e+00 , 2.11240e+02 , 7.10000e+04 , 4.58900e-06 , 3.65700e-04 , 2.22400e-07 , 1.10200e-09 , 8.97200e-06 , 1.10100e-07 , 2.11800e-01 , 1.24000e-09 , 2.61700e-13 , 5.44300e-12 , 3.35700e-09 , 1.97000e-11 , 7.78600e-01 , 5.72400e-11 , 2.07300e-09 , 3.97200e-06
5.4357400e+00 , 2.13210e+02 , 7.00000e+04 , 4.73200e-06 , 3.67000e-04 , 2.56900e-07 , 1.16300e-09 , 7.41000e-06 , 1.16500e-07 , 2.12000e-01 , 1.45400e-09 , 3.39400e-13 , 6.02300e-12 , 3.19600e-09 , 2.23100e-11 , 7.78400e-01 , 5.75000e-11 , 1.78200e-09 , 3.11200e-06
6.3503100e+00 , 2.15510e+02 , 6.90000e+04 , 4.86400e-06 , 3.67800e-04 , 3.03700e-07 , 1.22900e-09 , 6.20800e-06 , 1.23200e-07 , 2.12000e-01 , 1.60200e-09 , 4.61000e-13 , 6.66000e-12 , 2.88900e-09 , 2.52400e-11 , 7.78400e-01 , 5.77600e-11 , 1.53600e-09 , 2.52000e-06
7.4058100e+00 , 2.18210e+02 , 6.80000e+04 , 4.98500e-06 , 3.68300e-04 , 3.62200e-07 , 1.30200e-09 , 5.38700e-06 , 1.30200e-07 , 2.12000e-01 , 1.66100e-09 , 6.51900e-13 , 7.35900e-12 , 2.53900e-09 , 2.85300e-11 , 7.78400e-01 , 5.80200e-11 , 1.32400e-09 , 2.11700e-06
8.6202900e+00 , 2.21100e+02 , 6.70000e+04 , 5.10800e-06 , 3.68300e-04 , 4.27300e-07 , 1.37800e-09 , 4.47500e-06 , 1.37500e-07 , 2.12000e-01 , 1.63400e-09 , 8.90600e-13 , 8.11600e-12 , 2.21000e-09 , 3.21800e-11 , 7.78400e-01 , 5.82800e-11 , 1.13200e-09 , 1.85300e-06
1.0013500e+01 , 2.24320e+02 , 6.60000e+04 , 5.27400e-06 , 3.68300e-04 , 5.00700e-07 , 1.45900e-09 , 3.94500e-06 , 1.45200e-07 , 2.12000e-01 , 1.53500e-09 , 1.28800e-12 , 8.94400e-12 , 1.93400e-09 , 3.62600e-11 , 7.78300e-01 , 5.85400e-11 , 9.68000e-10 , 1.67800e-06
1.1607300e+01 , 2.27620e+02 , 6.50000e+04 , 5.44200e-06 , 3.68300e-04 , 5.83800e-07 , 1.54500e-09 , 3.34600e-06 , 1.53000e-07 , 2.12000e-01 , 1.41800e-09 , 1.73700e-12 , 9.83300e-12 , 1.71000e-09 , 4.07300e-11 , 7.78300e-01 , 5.88000e-11 , 8.46300e-10 , 1.53900e-06
1.3426000e+01 , 2.31130e+02 , 6.40000e+04 , 5.58000e-06 , 3.68300e-04 , 6.83400e-07 , 1.64800e-09 , 2.89500e-06 , 1.61300e-07 , 2.12000e-01 , 1.31900e-09 , 2.40300e-12 , 1.08100e-11 , 1.52900e-09 , 4.57500e-11 , 7.78300e-01 , 5.90800e-11 , 7.40000e-10 , 1.41500e-06
1.5495900e+01 , 2.34720e+02 , 6.30000e+04 , 5.70300e-06 , 3.68300e-04 , 7.97900e-07 , 1.76000e-09 , 2.51400e-06 , 1.69800e-07 , 2.12000e-01 , 1.22700e-09 , 3.25300e-12 , 1.18600e-11 , 1.38400e-09 , 5.12900e-11 , 7.78300e-01 , 5.93600e-11 , 6.70600e-10 , 1.30100e-06
1.7847700e+01 , 2.38140e+02 , 6.20000e+04 , 5.81800e-06 , 3.68300e-04 , 9.37800e-07 , 1.87700e-09 , 2.12900e-06 , 1.78700e-07 , 2.11000e-01 , 1.14200e-09 , 4.38700e-12 , 1.30000e-11 , 1.26800e-09 , 5.73700e-11 , 7.79300e-01 , 5.96400e-11 , 6.07800e-10 , 1.19400e-06
